oldname	newname	class	subsystem	evidence	status	emitted_turn
flow_main_i2c_service_27f0_2912	poll_src4382_route_monitor__check_scan_index1	local_label	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm candidate mapping continuation tests scan index 1 and stages pending route 1 when matched	emitted	current_batch_src4382_route_monitor
flow_main_i2c_service_27f0_291a	poll_src4382_route_monitor__check_scan_index2	local_label	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm candidate mapping continuation tests scan index 2 and stages pending route 2 when matched	emitted	current_batch_src4382_route_monitor
flow_main_i2c_service_27f0_2924	poll_src4382_route_monitor__check_scan_index3	local_label	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm candidate mapping continuation tests scan index 3 via the carried xor result and stages pending route 4 when matched	emitted	current_batch_src4382_route_monitor
flow_main_i2c_service_27f0_292e	poll_src4382_route_monitor__read_audio_format	local_label	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm after route candidate acceptance, reads SRC4382 audio-format register 0x12, stores stock_0BF, and branches to non-PCM mute when nonzero	emitted	current_batch_src4382_route_monitor
flow_main_i2c_service_27f0_nonpcm_mute	poll_src4382_route_monitor__assert_nonpcm_mute	local_label	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm nonzero audio-format path counts only active_flags bit4 zero-to-one mute episodes via SRC diagnostic index N before setting the non-PCM mute latch	emitted	current_batch_src4382_route_monitor
flow_main_i2c_service_27f0_nonpcm_set	poll_src4382_route_monitor__set_nonpcm_mute_latch	local_label	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm common non-PCM path sets active_flags bit4 after optional edge diagnostic accounting	emitted	current_batch_src4382_route_monitor
flow_main_i2c_service_27f0_mute_status	poll_src4382_route_monitor__sync_nonpcm_mute_state	local_label	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm compares active_flags bit4 with bit5 mirror, sets event_flags bit5 when the mute state changes, and updates the mirror based on current non-PCM mute state	emitted	current_batch_src4382_route_monitor
flow_main_i2c_service_27f0_295a	poll_src4382_route_monitor__clear_nonpcm_mute_mirror	local_label	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm clear path resets active_flags bit5 when active_flags bit4 is not set after audio-format handling	emitted	current_batch_src4382_route_monitor
flow_main_i2c_service_27f0_ad_monitor	poll_src4382_route_monitor__reload_source_monitor_countdown	local_label	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm source-present or held-route path reloads stock_0BA with 0x28 as the source-present monitor countdown before final route processing	emitted	current_batch_src4382_route_monitor
flow_main_i2c_service_27f0_ad_monitor_timeout	poll_src4382_route_monitor__join_after_monitor_or_timeout	local_label	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm:3180-3182 and 3192-3194 branch here on I2C timeout; 3302-3307 monitor reload also falls through here; semantic review consensus confirmed 3/4; second-stage 16-agent review 2026-06-18 retained emitted status for reviewed 32-row set; no in-scope material issues found	emitted	semantic_review_consensus_2026_06_18
flow_main_i2c_service_27f0_295c	poll_src4382_route_monitor__finalize_pending_route	local_label	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm common final path applies the existing route-2 PORTC.0 fallback to stock_0C3 before comparing pending route with current route	emitted	current_batch_src4382_route_monitor
flow_main_i2c_service_27f0_296c	poll_src4382_route_monitor__compare_pending_route	local_label	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm compares current route stock_0AB with pending route stock_093 and sets event_flags bit1 plus SRC diagnostic index C when the route changes	emitted	current_batch_src4382_route_monitor
flow_main_i2c_service_27f0_route_same	poll_src4382_route_monitor__commit_pending_route	local_label	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm common commit path copies pending route stock_093 into current route stock_0AB whether changed or unchanged, then returns	emitted	current_batch_src4382_route_monitor
flow_main_i2c_service_27f0_297a	poll_src4382_route_monitor__increment_refresh_watchdog	local_label	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm active path increments stock_0BB refresh watchdog when the 0x64 threshold has not yet been exceeded	emitted	current_batch_src4382_route_monitor
flow_main_i2c_service_27f0_297c	poll_src4382_route_monitor__return	local_label	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm shared return reached by inactive active_flags bit3 gate, normal final commit, and watchdog-only passes	emitted	current_batch_src4382_route_monitor
main_i2c_service_27f0_route_table	src4382_fixed_input_route_request_table	data_table	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm 5-row by 8-column table maps SRC status rows and fixed input_select columns to pending route request bytes stored in stock_093 before PORTC.0 fallback	emitted	current_batch_src4382_route_monitor
stock_093_b0	pending_route_request_b0	ram_var	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm bank0 byte is written by fixed-input table lookup, Auto Detect candidate/loss paths, and PORTC.0 fallback; cmd_dispatch_gated and LED routing consume it as the pending route request before commit	emitted	current_batch_src4382_route_ram
stock_093_b0_op	pending_route_request_op	ram_var	src4382	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for pending route request byte at 0x093 used in descriptor/table contexts	emitted	current_batch_src4382_route_ram
stock_093_b0_phys	pending_route_request_phys	ram_var	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm physical alias used by movff to stage HID status, table lookup results, route fallback, and commit into applied route shadow	emitted	current_batch_src4382_route_ram
stock_0AB_b0	applied_route_shadow_b0	ram_var	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm bank0 byte holds the applied/current SRC route shadow; comments warn volume trim must use this stable value instead of in-flux pending route request	emitted	current_batch_src4382_route_ram
stock_0AB_b0_op	applied_route_shadow_op	ram_var	src4382	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for applied route shadow byte at 0x0AB	emitted	current_batch_src4382_route_ram
stock_0AB_b0_phys	applied_route_shadow_phys	ram_var	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm physical alias used to copy current route into pending request on soft hold and to commit pending route back into the applied route shadow	emitted	current_batch_src4382_route_ram
stock_0B6_b0	src4382_autodetect_scan_index_b0	ram_var	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm Auto Detect scan index is cleared on reset, incremented on scan miss, mapped to candidate selector and pending route values, and wraps at index 4	emitted	current_batch_src4382_route_ram
stock_0B6_b0_op	src4382_autodetect_scan_index_op	ram_var	src4382	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for SRC4382 Auto Detect scan index at 0x0B6	emitted	current_batch_src4382_route_ram
stock_0B6_b0_phys	src4382_autodetect_scan_index_phys	ram_var	src4382	src/dlcp_fw/asm/dlcp_main_ram.inc physical alias for SRC4382 Auto Detect scan index at 0x0B6	emitted	current_batch_src4382_route_ram
stock_0BA_b0	src4382_autodetect_countdown_b0	ram_var	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm countdown byte is loaded with candidate settle value 0x12, decremented before status reads, reloaded with monitor interval 0x28, and cleared on scan reset	emitted	current_batch_src4382_route_ram
stock_0BA_b0_op	src4382_autodetect_countdown_op	ram_var	src4382	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for SRC4382 Auto Detect countdown at 0x0BA	emitted	current_batch_src4382_route_ram
stock_0BA_b0_phys	src4382_autodetect_countdown_phys	ram_var	src4382	src/dlcp_fw/asm/dlcp_main_ram.inc physical alias for SRC4382 Auto Detect countdown at 0x0BA	emitted	current_batch_src4382_route_ram
stock_0BB_b0	src4382_route_refresh_watchdog_b0	ram_var	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm periodic monitor watchdog increments until 0x64 threshold, clears when the route monitor runs, and cmd06 seeds 0x65 to force immediate slow I2C refresh	emitted	current_batch_src4382_route_ram
stock_0BB_b0_op	src4382_route_refresh_watchdog_op	ram_var	src4382	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for SRC4382 route refresh watchdog at 0x0BB	emitted	current_batch_src4382_route_ram
stock_0BB_b0_phys	src4382_route_refresh_watchdog_phys	ram_var	src4382	src/dlcp_fw/asm/dlcp_main_ram.inc physical alias for SRC4382 route refresh watchdog at 0x0BB	emitted	current_batch_src4382_route_ram
stock_0BE_b0	src4382_autodetect_scratch_b0	ram_var	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm mixed Auto Detect scratch byte first stages candidate selector 0x08 plus scan index for register 0x0D write, then latches SRC4382 RX_STATUS reads for present/loss branching	emitted	current_batch_src4382_route_ram
stock_0BE_b0_op	src4382_autodetect_scratch_op	ram_var	src4382	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for mixed SRC4382 Auto Detect scratch byte at 0x0BE	emitted	current_batch_src4382_route_ram
stock_0BE_b0_phys	src4382_autodetect_scratch_phys	ram_var	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm physical alias copies the staged candidate selector into stock_006 for i2c_secondary_dev_write before the byte is reused as RX_STATUS latch	emitted	current_batch_src4382_route_ram
stock_0BF_b0	src4382_audio_format_latch_b0	ram_var	src4382	src/dlcp_fw/asm/dlcp_main_v34.asm stores SRC4382 audio-format register 0x12 after route acceptance; nonzero value drives non-PCM mute episode handling	emitted	current_batch_src4382_route_ram
stock_0BF_b0_op	src4382_audio_format_latch_op	ram_var	src4382	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for SRC4382 audio-format latch at 0x0BF	emitted	current_batch_src4382_route_ram
stock_0BF_b0_phys	src4382_audio_format_latch_phys	ram_var	src4382	src/dlcp_fw/asm/dlcp_main_ram.inc physical alias for SRC4382 audio-format latch at 0x0BF	emitted	current_batch_src4382_route_ram
stock_15A_b1	usb_hid_ep1_in_report_cmd_selector_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm first byte of HID EP1 IN report at 0x15A; selector response builder copies stock_0C1 here, while cmd 0x43/0x44 diagnostic replies write the command echo here	emitted	current_batch_usb_hid_ep1_in_base
stock_15A_b1_op	usb_hid_ep1_in_report_cmd_selector_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for first HID EP1 IN report byte at 0x15A used as response command or selector byte	emitted	current_batch_usb_hid_ep1_in_base
stock_15A_b1_phys	usb_hid_ep1_in_report_cmd_selector_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm physical alias used as HID EP1 IN buffer base by selector reply staging, cmd 0x43 diagnostic memread, and cmd 0x44 diagnostic snapshot handlers	emitted	current_batch_usb_hid_ep1_in_base
stock_11B_b1	usb_hid_out_arg0_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 1 after opcode; used as selector/mode byte by stock HID handlers and as cmd 0x43 region selector, so generic arg0 is the stable role	emitted	current_batch_usb_hid_out_args
stock_11B_b1_op	usb_hid_out_arg0_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 0 at 0x11B	emitted	current_batch_usb_hid_out_args
stock_11B_b1_phys	usb_hid_out_arg0_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm physical alias copies HID OUT byte 1 into selector/status staging bytes and cmd 0x43 region handling	emitted	current_batch_usb_hid_out_args
stock_11C_b1	usb_hid_out_arg1_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 2; used as command argument for opcode 0x04 handling and as low address byte in cmd 0x43 diagnostic memory read	emitted	current_batch_usb_hid_out_args
stock_11C_b1_op	usb_hid_out_arg1_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 1 at 0x11C	emitted	current_batch_usb_hid_out_args
stock_11C_b1_phys	usb_hid_out_arg1_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm physical alias copies HID OUT byte 2 into opcode-04 staging and cmd 0x43 address-low staging	emitted	current_batch_usb_hid_out_args
stock_11D_b1	usb_hid_out_arg2_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 3; used as opcode-04 action/setup byte and as high address byte in cmd 0x43 diagnostic flash read	emitted	current_batch_usb_hid_out_args
stock_11D_b1_op	usb_hid_out_arg2_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 2 at 0x11D	emitted	current_batch_usb_hid_out_args
stock_11D_b1_phys	usb_hid_out_arg2_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm physical alias copies HID OUT byte 3 into opcode-04 setup staging and cmd 0x43 address-high staging	emitted	current_batch_usb_hid_out_args
stock_11E_b1	usb_hid_out_arg3_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 4; used as opcode-04 mode/payload byte, firmware update address high byte, and cmd 0x43 diagnostic read length	emitted	current_batch_usb_hid_out_args
stock_11E_b1_op	usb_hid_out_arg3_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 3 at 0x11E	emitted	current_batch_usb_hid_out_args
stock_11E_b1_phys	usb_hid_out_arg3_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm physical alias copies HID OUT byte 4 into mode/payload staging, firmware update address staging, and cmd 0x43 length staging	emitted	current_batch_usb_hid_out_args
stock_11F_b1	usb_hid_out_arg4_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 5; used by firmware-update command path as the low address byte paired with arg3 before selected-status response generation	emitted	current_batch_usb_hid_out_args
stock_11F_b1_op	usb_hid_out_arg4_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 4 at 0x11F	emitted	current_batch_usb_hid_out_args
stock_11F_b1_phys	usb_hid_out_arg4_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm physical alias copies HID OUT byte 5 into firmware-update address-low staging before response generation	emitted	current_batch_usb_hid_out_args
stock_120_b1	usb_hid_out_arg5_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 6; settings handler copies the four-byte block starting at OUT arg4 into computed_volume_3..0, making this byte the second byte of that generic argument block	emitted	current_batch_usb_hid_out_args_cont
stock_120_b1_op	usb_hid_out_arg5_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 5 at 0x120	emitted	current_batch_usb_hid_out_args_cont
stock_120_b1_phys	usb_hid_out_arg5_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc physical alias for HID EP1 OUT argument byte 5 at 0x120	emitted	current_batch_usb_hid_out_args_cont
stock_121_b1	usb_hid_out_arg6_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 7; settings handler copies it as the third byte of the four-byte computed-volume argument block starting at OUT arg4	emitted	current_batch_usb_hid_out_args_cont
stock_121_b1_op	usb_hid_out_arg6_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 6 at 0x121	emitted	current_batch_usb_hid_out_args_cont
stock_121_b1_phys	usb_hid_out_arg6_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc physical alias for HID EP1 OUT argument byte 6 at 0x121	emitted	current_batch_usb_hid_out_args_cont
stock_122_b1	usb_hid_out_arg7_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 8; settings handler copies it as the fourth byte of the four-byte computed-volume argument block starting at OUT arg4	emitted	current_batch_usb_hid_out_args_cont
stock_122_b1_op	usb_hid_out_arg7_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 7 at 0x122	emitted	current_batch_usb_hid_out_args_cont
stock_122_b1_phys	usb_hid_out_arg7_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc physical alias for HID EP1 OUT argument byte 7 at 0x122	emitted	current_batch_usb_hid_out_args_cont
stock_123_b1	usb_hid_out_arg8_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 9; settings handler loads FSR2 here and tests bit0 to set or clear user mute state	emitted	current_batch_usb_hid_out_args_cont
stock_123_b1_op	usb_hid_out_arg8_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 8 at 0x123	emitted	current_batch_usb_hid_out_args_cont
stock_123_b1_phys	usb_hid_out_arg8_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm physical alias used as the FSR2 base for the settings mute bit read from HID OUT argument byte 8	emitted	current_batch_usb_hid_out_args_cont
stock_124_b1	usb_hid_out_arg9_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 10; settings handler starts an FSR2 walk here and tests bit0 to populate option flag bit0 in stock_0A4	emitted	current_batch_usb_hid_out_args_cont
stock_124_b1_op	usb_hid_out_arg9_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 9 at 0x124	emitted	current_batch_usb_hid_out_args_cont
stock_124_b1_phys	usb_hid_out_arg9_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm physical alias used as the FSR2 base for bit-packed settings option reads from HID OUT argument bytes	emitted	current_batch_usb_hid_out_args_cont
stock_125_b1	usb_hid_out_arg10_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 11; settings handler reaches this byte by incrementing FSR2 from arg9 and tests bit0 to populate option flag bit1 in stock_0A4	emitted	current_batch_usb_hid_out_args_cont
stock_125_b1_op	usb_hid_out_arg10_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 10 at 0x125	emitted	current_batch_usb_hid_out_args_cont
stock_125_b1_phys	usb_hid_out_arg10_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc physical alias for HID EP1 OUT argument byte 10 at 0x125	emitted	current_batch_usb_hid_out_args_cont
stock_126_b1	usb_hid_out_arg11_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 12; settings handler reaches this byte by incrementing FSR2 from arg10 and tests bit0 to populate option flag bit2 in stock_0A4	emitted	current_batch_usb_hid_out_args_cont
stock_126_b1_op	usb_hid_out_arg11_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 11 at 0x126	emitted	current_batch_usb_hid_out_args_cont
stock_126_b1_phys	usb_hid_out_arg11_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc physical alias for HID EP1 OUT argument byte 11 at 0x126	emitted	current_batch_usb_hid_out_args_cont
stock_128_b1	usb_hid_out_arg13_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 14; settings handler intentionally skips arg12 at 0x127, then tests this byte bit0 to populate option flag bit3 in stock_0A4	emitted	current_batch_usb_hid_out_option_args
stock_128_b1_op	usb_hid_out_arg13_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 13 at 0x128	emitted	current_batch_usb_hid_out_option_args
stock_128_b1_phys	usb_hid_out_arg13_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc physical alias for HID EP1 OUT argument byte 13 at 0x128	emitted	current_batch_usb_hid_out_option_args
stock_129_b1	usb_hid_out_arg14_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 15; settings handler reaches this byte after arg13 and tests bit0 to populate option flag bit4 in stock_0A4	emitted	current_batch_usb_hid_out_option_args
stock_129_b1_op	usb_hid_out_arg14_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 14 at 0x129	emitted	current_batch_usb_hid_out_option_args
stock_129_b1_phys	usb_hid_out_arg14_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc physical alias for HID EP1 OUT argument byte 14 at 0x129	emitted	current_batch_usb_hid_out_option_args
stock_12A_b1	usb_hid_out_arg15_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 16; settings handler reaches this byte after arg14 and tests bit0 to populate option flag bit5 in stock_0A4	emitted	current_batch_usb_hid_out_option_args
stock_12A_b1_op	usb_hid_out_arg15_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 15 at 0x12A	emitted	current_batch_usb_hid_out_option_args
stock_12A_b1_phys	usb_hid_out_arg15_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc physical alias for HID EP1 OUT argument byte 15 at 0x12A	emitted	current_batch_usb_hid_out_option_args
stock_12C_b1	usb_hid_out_arg17_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 18; settings handler chain_copy descriptor at offset 0x2C copies this byte as the first of six source/config bytes into stock_060..065	emitted	current_batch_usb_hid_out_settings_tail
stock_12C_b1_op	usb_hid_out_arg17_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 17 at 0x12C	emitted	current_batch_usb_hid_out_settings_tail
stock_12C_b1_phys	usb_hid_out_arg17_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc physical alias for HID EP1 OUT argument byte 17 at 0x12C	emitted	current_batch_usb_hid_out_settings_tail
stock_12D_b1	usb_hid_out_arg18_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 19; settings handler copies it as the second byte of the six-byte source/config block at OUT offset 0x2C	emitted	current_batch_usb_hid_out_settings_tail
stock_12D_b1_op	usb_hid_out_arg18_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 18 at 0x12D	emitted	current_batch_usb_hid_out_settings_tail
stock_12D_b1_phys	usb_hid_out_arg18_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc physical alias for HID EP1 OUT argument byte 18 at 0x12D	emitted	current_batch_usb_hid_out_settings_tail
stock_12E_b1	usb_hid_out_arg19_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 20; settings handler copies it as the third byte of the six-byte source/config block at OUT offset 0x2C	emitted	current_batch_usb_hid_out_settings_tail
stock_12E_b1_op	usb_hid_out_arg19_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 19 at 0x12E	emitted	current_batch_usb_hid_out_settings_tail
stock_12E_b1_phys	usb_hid_out_arg19_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc physical alias for HID EP1 OUT argument byte 19 at 0x12E	emitted	current_batch_usb_hid_out_settings_tail
stock_12F_b1	usb_hid_out_arg20_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 21; settings handler copies it as the fourth byte of the six-byte source/config block at OUT offset 0x2C	emitted	current_batch_usb_hid_out_settings_tail
stock_12F_b1_op	usb_hid_out_arg20_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 20 at 0x12F	emitted	current_batch_usb_hid_out_settings_tail
stock_12F_b1_phys	usb_hid_out_arg20_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc physical alias for HID EP1 OUT argument byte 20 at 0x12F	emitted	current_batch_usb_hid_out_settings_tail
stock_130_b1	usb_hid_out_arg21_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 22; settings handler copies it as the fifth byte of the six-byte source/config block at OUT offset 0x2C	emitted	current_batch_usb_hid_out_settings_tail
stock_130_b1_op	usb_hid_out_arg21_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 21 at 0x130	emitted	current_batch_usb_hid_out_settings_tail
stock_130_b1_phys	usb_hid_out_arg21_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc physical alias for HID EP1 OUT argument byte 21 at 0x130	emitted	current_batch_usb_hid_out_settings_tail
stock_131_b1	usb_hid_out_arg22_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 23; settings handler copies it as the sixth byte of the six-byte source/config block at OUT offset 0x2C	emitted	current_batch_usb_hid_out_settings_tail
stock_131_b1_op	usb_hid_out_arg22_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 22 at 0x131	emitted	current_batch_usb_hid_out_settings_tail
stock_131_b1_phys	usb_hid_out_arg22_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc physical alias for HID EP1 OUT argument byte 22 at 0x131	emitted	current_batch_usb_hid_out_settings_tail
stock_132_b1	usb_hid_out_arg23_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 24; settings handler descriptor at offset 0x32 copies this byte into stock_05F as the SRC/status setting byte	emitted	current_batch_usb_hid_out_settings_tail
stock_132_b1_op	usb_hid_out_arg23_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 23 at 0x132	emitted	current_batch_usb_hid_out_settings_tail
stock_132_b1_phys	usb_hid_out_arg23_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc physical alias for HID EP1 OUT argument byte 23 at 0x132	emitted	current_batch_usb_hid_out_settings_tail
stock_133_b1	usb_hid_out_arg24_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 25; settings handler descriptor at offset 0x33 copies this byte as the first of four route-trim bytes into stock_09B..09E	emitted	current_batch_usb_hid_out_settings_tail
stock_133_b1_op	usb_hid_out_arg24_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 24 at 0x133	emitted	current_batch_usb_hid_out_settings_tail
stock_133_b1_phys	usb_hid_out_arg24_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc physical alias for HID EP1 OUT argument byte 24 at 0x133	emitted	current_batch_usb_hid_out_settings_tail
stock_134_b1	usb_hid_out_arg25_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 26; settings handler copies it as the second byte of the four-byte route-trim block at OUT offset 0x33	emitted	current_batch_usb_hid_out_settings_tail
stock_134_b1_op	usb_hid_out_arg25_op	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc operand alias for HID EP1 OUT argument byte 25 at 0x134	emitted	current_batch_usb_hid_out_settings_tail
stock_134_b1_phys	usb_hid_out_arg25_phys	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_ram.inc physical alias for HID EP1 OUT argument byte 25 at 0x134	emitted	current_batch_usb_hid_out_settings_tail
stock_135_b1	usb_hid_out_arg26_b1	ram_var	usb_hid	src/dlcp_fw/asm/dlcp_main_v34.asm HID EP1 OUT byte 27; settings handler copies it as the third byte of the four-byte route-trim block at OUT offset 0x33	emitted	current_batch_usb_hid_out_settings_tail
